student_name,email,course_id
Benjamin Brown,mccoyveronica@williams-miranda.com,NEURL-UA
Colleen Cook,deborah14@brown.com,EG-UY
John Robles,hernandezjohn@espinoza-herrera.com,PH-UY
Raymond Pennington,howelldaniel@hotmail.com,BTEP-UB
Ryan Smith,adamsjennifer@yahoo.com,UGA-UY
Lori Skinner DVM,christopher87@ochoa.biz,STAT-UB
Annette Love,dianamartinez@hotmail.com,COLU-UA
Brittany Booker,martinezchristina@walker.com,GS-UY
John Ramirez,christopherjones@gmail.com,SCA-UA
Michele Wyatt,jared73@gmail.com,MGMT-UB
Kenneth Lopez,rhondaramirez@yahoo.com,POL-UA
Juan Oneal,radams@gmail.com,DRLIT-UA
Christian Odonnell,kennedytyler@hotmail.com,DRLIT-UA
Timothy Johnson,rvega@hotmail.com,ITAL-UA
Bradley White,amysmith@gmail.com,PSYCH-UA
Michael Rodriguez,bperez@gmail.com,RELST-UA
Vicki Berger,karen55@yahoo.com,MA-UY
Nicholas Anderson,sarah03@yahoo.com,STS-UY
Tiffany Bailey,danielharris@yahoo.com,MGMT-UB
Susan Nguyen,lauren26@key.com,EXPOS-UA
Derek Stewart,albertschwartz@cunningham-morrison.biz,AN-UY
Raymond Moran,cookbrenda@yahoo.com,ACCT-UB
Amy Jefferson,charleslawson@gmail.com,LWSOC-UA
Katherine Becker,vsmith@white.biz,FYSEM-UA
Brenda Cantu,thomasstrong@gmail.com,ECON-UB
David Hamilton,byrdanna@gmail.com,DRLIT-UA
Michelle Contreras,bbutler@hotmail.com,IRISH-UA
Aaron Allen,bporter@yahoo.com,COLIT-UA
Robert Howard,robertsmith@smith-craig.com,AH-UY
Michael Schultz,jenkinsandrew@gray.com,FYSEM-UA
John Roberts,jennifersilva@rivera-jones.com,ECE-UY
Connor Taylor,porterfernando@hotmail.com,STAT-UB
Patrick Martinez,torresmelanie@krause.com,EN-UY
Sarah Abbott,masonburns@gmail.com,CE-UY
Tony Rich,padillajohn@hotmail.com,AH-UY
Ashley Sanchez,rjacobs@gilbert-green.com,PH-UY
Cody Walsh,jharvey@gmail.com,CM-UY
Alan Johnson,lisarasmussen@gmail.com,STS-UY
Brian Daniels,fray@moore-rogers.org,SCA-UA
Joseph Roberts,rryan@hotmail.com,PS-UY
Jason Alexander,ayalaleslie@yahoo.com,DS-UA
Kimberly Beck,reedashley@gmail.com,SPAN-UA
Stephen Rodriguez,sheltonkaren@phillips-hopkins.org,COLIT-UA
Joan David,moorekerri@gmail.com,PUBPL-UA
Danny Martin MD,benjamin36@hotmail.com,COLIT-UA
Paul Smith,elizabethwalls@hotmail.com,AH-UY
Ashley Garcia,gjenkins@gmail.com,EC-UY
Paul Murphy,brian14@franklin.com,IRISH-UA
Steven Phelps,madelinewheeler@gmail.com,LATC-UA
Rhonda Carney,nhansen@mcdonald.com,CAMS-UA
Jessica Hall,lporter@clements.com,AE-UY
Travis Gomez,tbarber@gmail.com,VIP-UY
Joseph Fleming,dustin02@martinez-cooley.com,PH-UY
Jessica Lopez,bakerlauren@pennington.com,HBRJD-UA
Cheryl Young,zacharyrobinson@contreras.com,FREN-UA
Holly Taylor,jaredhughes@ibarra.com,CAMS-UA
Stacey Diaz,steeleemily@watson.info,CLASS-UA
Tina Lamb,jkrause@frank-wilson.com,FL-UY
Hannah Elliott,hensonrobert@rodriguez-robinson.com,AE-UY
James Vasquez,ffowler@gmail.com,UGA-UY
Dr. Christopher Weiss Jr.,jrobinson@yahoo.com,SCA-UA
William Sheppard,cameronwood@chen.org,BMS-UY
Michelle Wang,alexis78@morris.biz,MATH-UA
Wendy Carter,micheal98@hotmail.com,PHP-UY
Lance Stewart,jessicacooley@hotmail.com,HIST-UA
Sean Williams,ecochran@yahoo.com,SOIM-UB
Gregory Martinez,jeremymurphy@bush.com,DM-UY
Tami Larson,rmarquez@gmail.com,FREN-UA
Eddie Mack,deborahcamacho@hotmail.com,ARTH-UA
Dawn Webb,rnavarro@yahoo.com,BIOL-UA
Amanda Taylor,michaelwright@gmail.com,BSPA-UB
Jonathan Spence,rmorgan@mckay-martin.com,RELST-UA
Jeffrey Hamilton,csoto@hotmail.com,ECE-UY
Gregory Berry,rachelbrown@kent-wilson.net,CFI-UA
Norma Reed,walshmiguel@yahoo.com,LWSOC-UA
Christine Rios,ireid@gmail.com,SPAN-UA
Taylor Campbell,heather51@hendrix.com,ENGL-UA
Ryan Moody,colleen93@marquez.com,HI-UY
Taylor Murphy,nicolesalazar@yahoo.com,DM-UY
Chad Campbell,dlove@gmail.com,DS-UA
Mark Hicks,iduncan@hotmail.com,PSYCH-UA
Jill Cortez,kimberlywright@gmail.com,LS-UY
David Ferguson,xmclean@yahoo.com,HBRJD-UA
Catherine Robles,ijohnson@goodwin.com,HU-UY
Dustin White,jholland@fernandez.com,CAM-UY
Megan Ward,suzanne80@kaufman-davis.com,MKTG-UB
Jamie Robinson,walshrobert@mcbride-jackson.com,SEG-UY
Eric Duran,hollykrueger@gmail.com,LS-UY
Elizabeth Bennett,yesenia79@gmail.com,RUSSN-UA
Kimberly Steele,taylor21@sweeney.biz,ECON-UA
Paula Potts,shermanmichael@thomas.net,ACCT-UB
Natalie Anderson,raven94@torres.com,LATC-UA
Austin Bishop,kathleenmartin@young-ingram.com,RUSSN-UA
Corey Myers,teresaknight@yahoo.com,FIN-UY
Darrell Mcbride,elizabethsingh@branch.biz,PL-UY
Jose Hicks,sellerscarolyn@yahoo.com,ITAL-UA
Travis Baker,jennifer88@brown.com,BPEP-UB
Ethan Anderson,lgreen@west.info,ECON-UB
Catherine Fernandez,barajasjames@barnes.com,MD-UY
Hunter Vance,jonathan98@clark.com,PHP-UY
Mike Medina,brownsandra@hotmail.com,MKTG-UB
Stacey Sanchez DVM,anthonygaines@wyatt.net,CE-UY
Rhonda Montgomery,michelle93@hotmail.com,SOIM-UB
Sarah Moore,evansmith@tucker.com,CORE-UA
Melissa Deleon,tiffany28@mcgee-bartlett.com,MUSIC-UA
Linda Jordan,brittanysharp@yahoo.com,MU-UY
Larry Johnson,akline@marshall-brown.net,FREN-UA
Natasha Mitchell,vbenton@howell.net,GLBL-UA
Joseph Reyes,dbaldwin@hotmail.com,SPAN-UA
Harold Lawrence,toddellis@yahoo.com,LA-UY
Mario Howard,djones@gmail.com,CSCI-UA
Allen Warner,carl48@yahoo.com,NEURL-UA
Shannon Romero,kristenrowland@gmail.com,CSCI-UA
Patrick Hull,william14@tucker.info,JOUR-UA
Jesse Rocha,brandy91@gmail.com,MD-UY
Jennifer Gilbert,bvalencia@garrett.com,ARTH-UA
Kimberly Williams,paula22@oconnor.net,LATC-UA
Jonathan Cameron,xhicks@castro.com,DM-UY
Jesse Alexander,foleyjacob@brown.biz,ECON-UB
Susan Roth,joan91@gmail.com,BIOL-UA
Mrs. Stacy Heath,walter07@hotmail.com,PORT-UA
Patrick Kramer,mariah68@yahoo.com,FYSEM-UA
Adam Smith,jeffreybarrera@hotmail.com,RELST-UA
Ann Johnson,ricardo86@hall.info,ANST-UA
Paul Raymond,melissa46@gmail.com,NODEP-UA
Patrick Jacobson,edwardrice@gmail.com,LATC-UA
Sandra Kim,ariaskatherine@gmail.com,AH-UY
April Orr,alvarezbrenda@gmail.com,TECH-UB
Daniel Montoya,diazjennifer@gmail.com,EURO-UA
Steven Jones,bfreeman@smith-oneill.net,DM-UY
Jordan Benton,shawn24@gmail.com,MGMT-UB
Jeffery Daniel,tasha87@hale.com,MGMT-UB
Kelly Fletcher,robert18@gmail.com,SOIM-UB
Geoffrey Lopez,jeremiah53@yahoo.com,PL-UY
Dawn Thornton,johnsonlaura@stuart.com,OPMG-UB
Jeffrey Moore,sean66@reed.net,DS-UA
Michelle Daniels,john80@wang.com,ANTH-UA
Jerome Stevenson,lewisamanda@hotmail.com,SOIM-UB
Katherine Durham,rosejustin@harrington-barber.com,FYSEM-UA
Timothy Delgado,rsanchez@gmail.com,MGMT-UB
Anthony Cooper,travis69@yahoo.com,URB-UY
Ian Smith,ann34@gmail.com,CHEM-UA
Keith Armstrong,carlos83@coleman-moore.com,BIOL-UA
Jennifer Pierce,amywilliams@barnes-walker.org,CAM-UY
Joe Wheeler,sandra35@cameron.com,HI-UY
Jonathan Perez,mjohnson@brown.info,SOC-UA
Katherine Coleman,gpotter@mitchell.com,ME-UY
Caleb Johnson,charles69@williams.net,ME-UY
Heather Ibarra,trichardson@hotmail.com,PUBPL-UA
James Murphy,david24@yahoo.com,SEG-UY
Nicholas Meyer,hsmith@ortiz.info,EC-UY
Justin Maldonado,henryjohn@hotmail.com,VIP-UY
Caleb Ford,brianhoward@perez-hunt.com,ANST-UA
Daniel Singh,karen70@santiago.org,MG-UY
Anita Jackson,kyle70@yahoo.com,DS-UA
Beth Newman,dennisgonzalez@yahoo.com,BMS-UY
James Hernandez,kdunn@moore.com,HEL-UA
Kelly Livingston,michael15@white.biz,FL-UY
Anthony Kemp,lisajordan@rowe.info,TECH-UB
Jennifer Smith,geoffreykelly@cook-sharp.com,AH-UY
Tracey Mills,cheyenne70@rice.info,MGMT-UB
Russell Walker,berryheather@jones-carson.org,URB-UY
Heidi Potter,bradley90@gmail.com,MEIS-UA
Stephanie Pittman,andrea44@shepard.com,SOC-UA
Marilyn Glass,lisa96@hopkins.net,MGMT-UB
Brandon Hunt MD,oscar68@kent-cunningham.com,EG-UY
Matthew Wagner,victoriamurray@bailey.com,PORT-UA
Ashley Sanders,davidrubio@hotmail.com,ITAL-UA
Victoria Bell,emily25@cox.org,NEURL-UA
Robin Willis,pgill@holmes.info,GS-UY
Terri Ellis,dpatel@buck.com,MULT-UB
Douglas Holmes,ycox@fitzpatrick-hawkins.info,COLIT-UA
David Sullivan,nhooper@gmail.com,ME-UY
Sara Velasquez,briannathompson@gonzalez.com,CE-UY
Ronald Turner,tevans@simmons.com,CHEM-UA
Brooke Johnson,smccann@yahoo.com,STS-UY
Kelly Zuniga,thompsoncourtney@morales-smith.net,AH-UY
Joshua Graham,williamsdavid@yahoo.com,RUSSN-UA
Shannon Carter,eharris@garrett-santiago.com,TECH-UB
Janet Fisher DDS,sramirez@hoffman.com,PS-UY
Tammy Meyer,nhamilton@kelly-blankenship.com,CHEM-UA
Tiffany Mccann,martinezjennifer@yahoo.com,CAMS-UA
Casey Wood,ojohnson@hotmail.com,MU-UY
Dr. James Ferguson Jr.,hgoodwin@hotmail.com,CHEM-UA
Joseph Clay,nicoledawson@yahoo.com,BIOL-UA
Gary Hartman,ndavis@strickland-murray.com,PH-UY
Patricia Johnson,nicolerandolph@hotmail.com,BMS-UY
Carrie Johnson,ericellis@hansen.org,MG-UY
Kenneth Potts,swebster@wallace.com,GS-UY
Daniel Rivas,anthonyconrad@snow.com,MUSIC-UA
Jeffrey Gutierrez,jeffrey66@hotmail.com,EAST-UA
Mary Horn,wshah@mills-roberts.info,RSK-UY
Kelly Obrien,taylormicheal@yahoo.com,NODEP-UA
Gregory Wilkerson,smithrichard@gmail.com,MHUM-UA
Jesse Smith,scott54@howell.biz,MEIS-UA
Arthur Hall,manuel02@bartlett.com,NODEP-UA
Michael Stewart,xsmith@gmail.com,INTRL-UA
Bryan Bell,kellyperez@barrera.com,LA-UY
Ann Nguyen,stephanie74@lee.com,ROB-UY
Francisco Bowman,vincent83@gmail.com,GLBL-UA
Adrienne Lewis,gregoryrodriguez@hotmail.com,TCS-UY
Virginia Martinez,melissamccoy@madden-jones.com,GERM-UA
Andrew Freeman,stephanieleach@lee-molina.com,ANTH-UA
Angela Lewis,julia25@castro.biz,CS-UY
Casey Morris,melissaodonnell@gmail.com,PH-UY
Kathleen Williams,meganboone@romero-crosby.org,JOUR-UA
Blake Castro,fjackson@hotmail.com,LING-UA
Melanie Murray,peter65@gmail.com,MG-UY
Melanie Turner,aaron74@barrett.org,ARTH-UA
Jason Maynard,yfrazier@gmail.com,CS-UY
Rachael Chapman,mheath@yahoo.com,CS-UY
Jerome Ruiz,cassandra00@willis.info,STAT-UB
Angela Noble MD,janetlyons@gmail.com,MUSIC-UA
Donald Woodward,jamesflores@stephens.net,SOC-UA
Tracy Davis,micheleosborne@yahoo.com,EC-UY
Marissa Molina,hsantiago@hotmail.com,CM-UY
Emily Aguirre,kelsey04@martin-campbell.com,JOUR-UA
Margaret Lee,grahamrebecca@hotmail.com,ANTH-UA
Ryan Johnson,staceywest@gmail.com,ANST-UA
Jaclyn Davis,coopermichael@gmail.com,MUSIC-UA
Cynthia Cox,kimberly40@hotmail.com,GLBL-UA
Michael Simmons,kbrown@yahoo.com,EURO-UA
Adam Hall,millerjennifer@hotmail.com,HBRJD-UA
Michael Cooper,rjones@robertson.com,SPAN-UA
Rachel Duncan,brian17@hotmail.com,POL-UA
Willie Jones,deanna96@yahoo.com,RSK-UY
Jose Chen,cassandramcdonald@yahoo.com,JOUR-UA
Karen Smith,rhondawood@gmail.com,ANTH-UA
David Wood,dweeks@yahoo.com,SOC-UA
Holly Williams,lambertrebecca@vang-sanchez.info,RSK-UY
Ricardo Mckee,tammyanderson@hotmail.com,MD-UY
Max Benjamin,fordnicole@moore.com,STAT-UB
Juan Johnson,dixonjose@rocha-stanley.com,EURO-UA
Richard Duke,larmstrong@hotmail.com,PH-UY
Sean Barnes,wilsonbryan@hotmail.com,HEL-UA
Jessica Hoffman,powellyolanda@friedman-long.com,URB-UY
Steven Scott,tiffany51@jones-fox.com,ANTH-UA
Melissa Diaz,deborahgentry@martinez.com,UGA-UY
Tamara Paul,robert95@gmail.com,OPMG-UB
Mario Long,zacharytaylor@joyce.com,ANTH-UA
Roger Graves,vmorris@hotmail.com,FINC-UB
Ashley Medina,wbrown@diaz.com,DM-UY
Elizabeth Singleton,wschmidt@curtis.biz,ENVST-UA
Jason Cook,rogersmith@hotmail.com,CP-UY
Eric Rocha,lauragraves@maldonado-lopez.com,LS-UY
Lisa Johnson,patty94@holloway.com,CBE-UY
Nichole Avila,peterstroy@ramirez.net,CRWRI-UA
Maria Tucker,colton65@sherman.com,VIP-UY
Tonya Kirk,vmccarty@gmail.com,ARTH-UA
Edward Brooks,stephanie66@gmail.com,BPEP-UB
Lisa King,kaylamckenzie@ward.com,CFI-UA
Rebecca Jones,floresnicholas@hill.com,EC-UY
Jake Thomas,ashley75@wood.biz,MUSIC-UA
Cole Adams,chenchristina@schultz.org,SOC-UA
Kelsey Howard,justinmarshall@gmail.com,SEG-UY
April Tran,stephenbowers@watts.net,SOIM-UB
Timothy Coleman,youngheidi@young-conley.com,CE-UY
Jennifer Chandler,sherriroy@gmail.com,LWSOC-UA
Ms. Chloe Foley,yblackwell@hotmail.com,EAST-UA
Mr. Willie Robinson DDS,cochranchristine@fuller.com,MEIS-UA
Rodney Howard,wilsonkaren@yahoo.com,MHUM-UA
Brittany Gonzales,morenomegan@gmail.com,CORE-UA
Steven Phillips,susangrant@gmail.com,CS-UY
Brian Galloway PhD,garyberry@maynard.com,MA-UY
Robin Henry,meagan31@gmail.com,ME-UY
David Olson,timothy86@gmail.com,ARTH-UA
Ruben Farley,sara64@hotmail.com,EN-UY
Kenneth Schwartz,larrywilliams@gmail.com,FREN-UA
Jeffrey Keith,victor08@jordan-george.org,EXPOS-UA
Michael Brown,turnermichael@yahoo.com,LATC-UA
Anthony Crawford,laura69@lee.org,PHYS-UA
Yolanda Baker,kennedyjames@yahoo.com,ME-UY
Jacqueline Coleman,valerie95@yahoo.com,BPEP-UB
Teresa Best,brandon23@allen.org,SCA-UA
Scott Rhodes,michael52@burke.com,ARTH-UA
Toni King,monica37@johnson-jones.info,LA-UY
Rebecca Miller,angelhayes@clark-tran.org,COLIT-UA
David Velez,meyermelissa@yahoo.com,ECON-UB
Anthony Kirby,jill51@gmail.com,RSK-UY
Jose Rivera,adam67@yahoo.com,ROB-UY
William Miller,robynmunoz@malone.biz,LS-UY
Alyssa Stewart,woodsteven@mccarthy.com,CSCI-UA
Laura Christian,shane97@jones.biz,PUBPL-UA
Paige Campbell,nicholasstrong@allen.com,DRLIT-UA
William Thomas,robertcruz@alvarez-schroeder.info,FINC-UB
Matthew Lee,dwheeler@martinez.com,CAMS-UA
David Montgomery,travis84@hotmail.com,NEURL-UA
Amber Campbell,ashleyeverett@white.com,ROB-UY
Brett Ward,cookeamanda@alvarado-phillips.info,STAT-UB
Michael Conrad,william98@yahoo.com,TCS-UY
Keith Anderson,melissawebster@lucas-brown.com,OPMG-UB
Carol Mendoza,breannaewing@hotmail.com,DRLIT-UA
Diane Wade,adamsterrance@yahoo.com,GS-UY
Kristen Davidson,wilsonthomas@cook-adams.com,ECON-UB
Jeremy Stevens,steven88@pugh.com,MEIS-UA
Kathryn Smith,robbinsbecky@barry.com,RELST-UA
Lisa Wolf,durandean@gmail.com,CRWRI-UA
Robin Lee,richard01@harvey.net,SCA-UA
Sabrina Thomas,emily68@yahoo.com,FIN-UY
Debra Bradley,john12@mclaughlin-dawson.com,COLU-UA
Amanda Murphy,jessica73@washington.com,ITAL-UA
Benjamin Tucker,nicholsontiffany@paul-johns.net,PHP-UY
Fred Mercado,jjohnson@hotmail.com,ANTH-UA
Thomas Hammond,ashleyarmstrong@hotmail.com,CORE-UA
Stacy Mcintyre,tserrano@gmail.com,ECON-UB
Catherine Arnold,lopeztodd@hernandez-lynch.com,MD-UY
Ashley Clarke,sherry06@gmail.com,FL-UY
Felicia Summers,williamtucker@yahoo.com,EG-UY
David Mcbride,jeffrey90@gmail.com,LATC-UA
Elizabeth Combs,sherryford@wright.com,FL-UY
Tina Roy,munozwilliam@bell-thompson.info,CAMS-UA
Mary Johnson,dianascott@fernandez-cochran.com,COLIT-UA
Mr. Kenneth Finley,hmartin@davis.com,BMS-UY
Evelyn Carter,davidsonfrank@clark.com,CFI-UA
Matthew Smith,williamsashley@hotmail.com,MULT-UB
Susan Ochoa,patty13@martin-powell.com,LA-UY
Sean Travis,edwardsdawn@hotmail.com,PHP-UY
Evelyn Walters,manuel45@gmail.com,DRLIT-UA
Heather Anderson,romansarah@gmail.com,CM-UY
Rachael Thompson,diazlauren@morrison-williams.com,FREN-UA
Phillip Wagner,jboone@gmail.com,CRWRI-UA
Christian Reese,meganmorgan@terrell.com,POL-UA
Kevin Jarvis,russell04@miller-carpenter.com,MULT-UB
Bruce Maxwell,dkelly@chavez.info,MULT-UB
Andrea Bell,vgalvan@hall.com,BPEP-UB
Mr. Phillip Jones,leslie61@gmail.com,ECON-UB
Taylor Brown,walteromar@perez-little.com,ME-UY
Brittney Jones,stephaniehobbs@hotmail.com,PHYS-UA
Brian Christian,robertsbailey@yahoo.com,AH-UY
Daniel Gill,shelbymontoya@johnson.net,PHP-UY
Derrick Peterson,joseph47@yahoo.com,LATC-UA
Eric Brown,paul47@gmail.com,URB-UY
Patricia Dominguez,campbelltaylor@burton.biz,ARTH-UA
Sharon Perez,rrivas@sanchez.com,CRWRI-UA
Steven Pearson,michelle20@yahoo.com,LING-UA
Richard White,taylorsanchez@gmail.com,MEIS-UA
Sarah Brown,samantha47@garcia.net,CSCI-UA
Joseph Shah,sowens@gmail.com,ITAL-UA
Billy Bolton,crystal91@hotmail.com,TCS-UY
Tracy Hardy,joshua67@roman.info,GERM-UA
Derek Savage,amccormick@powell.net,CHEM-UA
Dawn Sanders,ihernandez@gmail.com,CSCI-UA
Matthew Austin,milleraimee@yahoo.com,MGMT-UB
Darin Krueger,jenniferpotter@schmidt.info,PSYCH-UA
Monique Cole,tmyers@gmail.com,PUBPL-UA
Gary Cain,rodriguezjulie@yahoo.com,EN-UY
Charles Garza,cramirez@yahoo.com,LING-UA
James Lewis,carolineleach@hotmail.com,MD-UY
Catherine Gardner,evan37@weber.com,FIN-UY
George Cohen,holmesmark@gomez.biz,AH-UY
Walter Powell,nixonglenn@mckinney-ellison.biz,FINC-UB
Ashley Edwards,luis44@smith-lewis.net,MATH-UA
Connor Bautista,justinmacdonald@bennett.org,EN-UY
Erika Manning,tsmith@hotmail.com,SPAN-UA
Brittany Parker,robertvilla@hotmail.com,BIOL-UA
Michael Cook,joseosborne@wiggins-williams.com,CAM-UY
Lindsay Bush,stewartmichael@thompson.com,RSK-UY
Vanessa Castro,andersonemily@gmail.com,CSCI-UA
Sean Montes,rrobinson@yahoo.com,BSPA-UB
Jennifer Sanchez,qhall@gmail.com,MEIS-UA
Carmen Barrett MD,kduncan@powers.com,FREN-UA
Michelle Shaw,justin30@yahoo.com,DS-UA
Ralph Torres,rebeccastuart@davis.com,AN-UY
Jordan Ward,nicole10@tucker.biz,FINC-UB
Abigail Jackson,sheatonya@klein.com,CRWRI-UA
Kimberly Thompson,rnguyen@gmail.com,JOUR-UA
Christopher Young,lisa52@pham-pierce.com,LA-UY
Richard Powers,brownjacob@hotmail.com,MKTG-UB
Kevin Carey,weaverashley@gmail.com,ENGL-UA
Holly Freeman,stodd@richardson.biz,ACCT-UB
Cassandra Johnson,anthonybrock@yahoo.com,CS-UY
Mr. Benjamin Ross,chughes@lawrence-horn.biz,MHUM-UA
Shawn Morris,vegaisaac@gilbert.info,SOIM-UB
Heather Frank,sean91@yahoo.com,LA-UY
Aaron Briggs,james15@bradley.net,TCS-UY
Christopher Cannon,xmiller@yahoo.com,ANST-UA
Erik Brooks,thomaswalters@gmail.com,SPAN-UA
Ashley Nelson,martinezyvette@hotmail.com,HBRJD-UA
Justin Jones,michael07@gmail.com,ANST-UA
Donald Dixon,benjamin58@hotmail.com,URB-UY
Sarah Schwartz,natalietorres@hotmail.com,MULT-UB
Donald Carrillo,cameronsamuel@scott-mullins.net,PHYS-UA
Danny Robinson,larrylopez@barnett-miranda.info,DS-UA
Donald Richards,pbush@mitchell.biz,HBRJD-UA
Anne Holloway,ofrost@hotmail.com,HBRJD-UA
Ryan Love,awatts@gmail.com,FYSEM-UA
Robert Landry,lisamorrison@simpson.net,AH-UY
Charles Floyd,lrussell@gmail.com,FREN-UA
Justin Andrews,susanwoods@hernandez.com,FL-UY
Jordan Gonzalez,jaredwilson@gmail.com,SEG-UY
Monica Blackburn,tjones@cole.com,PL-UY
Meagan Acevedo,troy11@hotmail.com,BTEP-UB
Susan Sanchez,jenniferjohnson@gmail.com,FIN-UY
Robin Calderon DDS,sandrawhite@hotmail.com,UGA-UY
Amanda Robertson,yrodriguez@gmail.com,EC-UY
Ann Williams,thomas83@gmail.com,MU-UY
Nicholas Nash,kbarker@gmail.com,SCA-UA
Becky Warner,kimberlyyang@stephens.com,SEG-UY
Joseph Munoz DVM,paulthompson@yahoo.com,BTEP-UB
Robert Fletcher,kevinedwards@yahoo.com,AE-UY
Steven Ayala,osmith@yahoo.com,MULT-UB
Oscar Reid,underwooderic@warren-francis.com,CFI-UA
Lauren Chavez,nelsonryan@yahoo.com,CBE-UY
Devin Richards,amanda85@hotmail.com,EG-UY
Michele Gamble,michaelgreen@gmail.com,LWSOC-UA
Jaime Miller,christopher99@hotmail.com,ANST-UA
Cindy Jones,hooperamanda@gmail.com,CRWRI-UA
Amy Tyler,katie72@yahoo.com,MEDI-UA
Joshua Patel,wwalter@yahoo.com,LING-UA
Caitlin Pittman,jason27@mendez-hunter.info,TECH-UB
Laurie Zamora,rjohnson@simmons-robles.org,ARTH-UA
Charles Fernandez,jessica26@bush-jones.com,ECON-UA
Ryan Boyd,smithmeagan@gmail.com,DM-UY
Jose Manning,michaeltaylor@nguyen.com,PHP-UY
Kelly Diaz MD,beth17@dorsey.org,SPAN-UA
Cody Jones,llopez@yahoo.com,STAT-UB
Angela Clark,mcdonaldashley@stein.net,GS-UY
Ariel Davis,pricesean@gmail.com,SOIM-UB
Christina Sanders,whitneycheryl@bryant-perez.com,FINC-UB
Kelly Pena,lydia85@moore-horton.com,LATC-UA
Sherry Mccarthy,vmoore@yahoo.com,JOUR-UA
Isabella Day,codymiller@yahoo.com,PHYS-UA
Richard Keith,james21@gmail.com,DM-UY
Judy Stafford,coheneduardo@gmail.com,ARTH-UA
Steven Pierce,jefferydiaz@williams.org,CBE-UY
Gilbert Jones,petersandrew@hotmail.com,HU-UY
Robert Evans,esmith@bright-house.com,FIN-UY
Leslie Morris,andrew66@yahoo.com,LING-UA
Tiffany Jones,vaughnashley@gmail.com,EN-UY
Steven Oneill,nicholasdaugherty@gmail.com,STS-UY
Kayla Hutchinson,zday@hotmail.com,ANST-UA
Ashlee Nichols,annealexander@smith.biz,PSYCH-UA
Darrell Johnson,melissa93@gmail.com,PL-UY
James Arnold,maxwellthomas@johnson.com,BIOL-UA
Chase Riley,kimleah@mccarthy.info,PUBPL-UA
Christopher Orozco,wchambers@hotmail.com,MEIS-UA
Jessica Shepherd,natalie90@gmail.com,CAMS-UA
Jean Brooks,angel75@davis.com,HU-UY
Christopher Boyd,donnasimpson@mcdaniel.org,DM-UY
Evan Green,jhernandez@thornton.com,CAM-UY
Mr. Troy Beltran,erodriguez@byrd-cochran.com,CE-UY
Johnny Watson,stacy77@yahoo.com,ENGL-UA
Craig Stephens,ryan93@hotmail.com,VIP-UY
Allison Mitchell,reyesjames@hotmail.com,HIST-UA
Tiffany Dougherty,samanthakelley@cannon.org,AE-UY
Sean Gonzalez,laura45@yahoo.com,CM-UY
Lori Alvarez,jamesrich@hotmail.com,MEDI-UA
Aaron Jones,kday@smith.com,FREN-UA
Aaron Lawson,alejandromoore@gmail.com,SPAN-UA
Vincent Johnson,jody69@hotmail.com,ECE-UY
Matthew Stephenson,nestrada@rice-tran.com,CS-UY
Rebecca Lowery,brianmoore@hill-weaver.net,ENVST-UA
Jennifer Hunt,geoffrey90@wells.com,LATC-UA
Cynthia Parks,bradgraham@gmail.com,PHYS-UA
Michael Smith,snydermelissa@wiggins.com,FIN-UY
Jessica Bradley,greenmichelle@parker.info,EAST-UA
Joseph Sanchez,dproctor@hotmail.com,DRLIT-UA
Eric Johnson,calvin34@guzman-hayes.org,HBRJD-UA
Kayla Hayden DVM,mark49@hotmail.com,BIOL-UA
Rita Simmons,hbates@gmail.com,HU-UY
Brittney Jackson,ooliver@gmail.com,HEL-UA
Cindy Lawrence,gfox@holmes-collins.biz,CHEM-UA
Dr. Danny Johnson Jr.,fgonzalez@butler.com,STAT-UB
Nicole Lawson,qsawyer@yahoo.com,EURO-UA
Douglas Lewis,maynardroger@yahoo.com,MEDI-UA
Evelyn Nelson,ramosmarie@stout.org,GS-UY
Christina Goodman,raymondhansen@smith.com,PSYCH-UA
Diane Moore,pennyobrien@park.com,RSK-UY
Linda Jacobs,pjohnson@reynolds.com,ARTH-UA
Caroline Henry,carol46@soto.com,FREN-UA
Morgan Johnson,washingtonzachary@alvarez.org,ENVST-UA
Patricia Blackwell,tmorse@gmail.com,SEG-UY
Kathy Lewis,nancyphelps@hotmail.com,DM-UY
Cynthia Newton,nicole98@yahoo.com,SCA-UA
Jason Duncan,kathryn32@yahoo.com,POL-UA
Daniel Johnson,smithkimberly@gmail.com,MULT-UB
Marcus Reid,matthewmorse@gmail.com,ME-UY
Bryan Cervantes,tpowers@hotmail.com,AN-UY
Rachel Myers,bryan98@morrow.com,ECON-UB
Maria Clark,patricia35@hotmail.com,CBE-UY
Thomas Long,estradajerry@gmail.com,CM-UY
Stephen Schneider,paullopez@jackson-williams.com,SCA-UA
Jennifer Mcdonald,mwatson@yahoo.com,CORE-UA
Anthony Smith,jimenezkevin@hotmail.com,BSPA-UB
Shannon Sullivan,millermichelle@yahoo.com,MHUM-UA
Courtney Alvarado,qgomez@yahoo.com,ME-UY
Vanessa Lopez,xrodriguez@yahoo.com,LWSOC-UA
Mary Diaz,william36@mccormick-white.com,GERM-UA
Marie Walker,thomasmichael@hartman-leon.com,AN-UY
Janet Holland,jeffreyberg@yahoo.com,EC-UY
Jesse Sanchez,joshuasnyder@gmail.com,ECON-UA
Angel Torres,shepherdmark@hotmail.com,CP-UY
Monique Andrews,danielle36@yahoo.com,GERM-UA
